Name,Web Address,Sales Rep,Vertical,Billing City,Billing State/Province,Annual Revenue,NAICS
SOLON Corporation,http://www.solonamerica.com,"Dynek, Christopher",General Business,Tucson,AZ,$100M to $150M,"335311 Power, Distribution, and Specialty Transformer Manufacturing"
Sonic Incytes Medical Corp,http://www.sonicincytes.com,"Uritis, Peter",Health & Beauty,Vancouver,BC,$5M to $10M,339112 Surgical and Medical Instrument Manufacturing
Sonoma Tilemakers,http://sonomatilemakers.com,"O'Neill, Brian",Manufacturing,,,$10M to $20M,
Sonsray,http://sonsray.com,"O'Neill, Brian",Retail,Torrance,CA,$20M to $30M,532490 Other Commercial and Industrial Machinery and Equipment Rental and Leasing
Sossego,http://www.sossegodesign.com,"Traywick, Reginald",Manufacturing,Chicago,IL,$5M to $10M,561110 Office Administrative Services
South 8 Technologies Inc.,http://www.south8technologies.com,"Zapalac, Ross",Manufacturing,San Diego,CA,$5M to $10M,335999 All Other Miscellaneous Electrical Equipment and Component Manufacturing
"South Bay Foundry, Inc.",http://www.southbayfoundry.com,"Uritis, Peter",Manufacturing,San Bernardino,CA,$5M to $10M,331511 Iron Foundries
"South Coast Fire Equipment, Inc.",http://www.southcoastfire.net,"Corbett, Danielle",Manufacturing,Ontario,CA,$5M to $10M,336120 Heavy Duty Truck Manufacturing
South Side Control Supply Co,http://www.southsidecontrol.com,"Traywick, Reginald",Manufacturing,Chicago,IL,$5M to $10M,423730 Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
Spectralink,http://www.spectralink.com,"Zapalac, Ross",Manufacturing,Boulder,CO,$50M to $100M,334220 Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
Spigen Inc,http://spigen.com,"Traywick, Reginald",Retail,Los Angeles,CA,$5M to $10M,449210 Electronics and Appliance Retailers
"Spinergy, Inc.",https://www.spinergy.com,"Corbett, Danielle",Manufacturing,Carlsbad,CA,$5M to $10M,"522299 International, Secondary Market, and All Other Nondepository Credit Intermediation"
Spinn Inc.,http://spinn.com/,"Traywick, Reginald",Retail,San Francisco,CA,$10M to $20M,311920 Coffee and Tea Manufacturing
"Spooner's Woodworks, Inc.",http://www.spoonerwoodworks.com,"Uritis, Peter",Manufacturing,Poway,CA,$10M to $20M,321918 Other Millwork (including Flooring)
Sports Treasures,http://www.sportstreasures.com,"Dynek, Christopher",Retail,Orange,CA,$20M to $30M,423910 Sporting and Recreational Goods and Supplies Merchant Wholesalers
Spring Mountain Vineyard Co,http://www.springmountainvineyard.com,"Uritis, Peter",Manufacturing,Saint Helena,CA,$10M to $20M,111332 Grape Vineyards
Spring-Fill Industries,http://www.spring-fill.com,"Uritis, Peter",Manufacturing,Northbrook,IL,$10M to $20M,332613 Spring Manufacturing
Springfield Armory,http://springfield-armory.com,"Zapalac, Ross",Manufacturing,Geneseo,IL,$150M to $200M,712120 Historical Sites
"Sprinkler World of Arizona, Inc",http://www.sprinklerworld.com,"Traywick, Reginald",Manufacturing,Willcox,AZ,$5M to $10M,423820 Farm and Garden Machinery and Equipment Merchant Wholesalers
SSI,http://www.ssi-corporate.com,"Corbett, Danielle",Retail,Victoria,BC,$10M to $20M,336611 Ship Building and Repairing
"St. Cousair, Inc.",http://www.stcousair-oregon.com,"Corbett, Danielle",Food & Beverage,Newberg,OR,$10M to $20M,311421 Fruit and Vegetable Canning
STANFORD ADVANCED MATERIALS,http://www.samaterials.com,"O'Neill, Brian",Manufacturing,Lake Forest,CA,$50M to $100M,"331491 Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
Star Equipment,http://www.starequip.com,"Uritis, Peter",Retail,Des Moines,IA,$10M to $20M,532490 Other Commercial and Industrial Machinery and Equipment Rental and Leasing
Star Solutions,http://www.starsolutions.com,"O'Neill, Brian",Manufacturing,Richmond,BC,$20M to $30M,334220 Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
Starfish Product Engineering,http://www.starfishmedical.com,"O'Neill, Brian",Manufacturing,Victoria,BC,$20M to $30M,339112 Surgical and Medical Instrument Manufacturing
Stark Street,http://www.starkstreet.com,"O'Neill, Brian",General Business,Portland,OR,$10M to $20M,444230 Outdoor Power Equipment Retailers
"Starwest Botanicals, Inc",http://www.starwest-botanicals.com,"Dynek, Christopher",Retail,Sacramento,CA,$30M to $50M,424690 Other Chemical and Allied Products Merchant Wholesalers
Stc Qst Llc,http://www.stc-qst.com,"Dambrosio, Thomas","Apparel, Footwear & Accessories",LOS ANGELES,CA,$5M to $10M,"424310 Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
Steelmax Tools LLC,http://www.steelmax.com,"Corbett, Danielle",Manufacturing,Bridgeville,PA,$5M to $10M,423830 Industrial Machinery and Equipment Merchant Wholesalers
Steiner Electric Company,http://steinerelectric.com,"Zapalac, Ross",Retail,"Elk Grove Village,",IL,$150M to $200M,444140 Hardware Retailers
Stellar Works,http://www.stellarworks.com,"Traywick, Reginald",Manufacturing,Culver City,CA,$10M to $20M,337126 Household Furniture (except Wood and Upholstered) Manufacturing
Stellartech Research Corp,http://www.stellartec.com,"O'Neill, Brian",Health & Beauty,Milipitas,CA,$30M to $50M,339112 Surgical and Medical Instrument Manufacturing
Stereotaxis,https://www.stereotaxis.com/,"Zapalac, Ross",Manufacturing,St. Louis,MO,$20M to $30M,339113 Surgical Appliance and Supplies Manufacturing
Stoller International,http://www.stollerih.com,"Uritis, Peter",Retail,Pontiac,IL,$5M to $10M,423820 Farm and Garden Machinery and Equipment Merchant Wholesalers
"Stonecrafters, Inc.",http://www.stonecrafters.com,"Traywick, Reginald",Manufacturing,McHenry,IL,$10M to $20M,327991 Cut Stone and Stone Product Manufacturing
StoneTrends,http://www.STONETRENDSLLC.COM,"Dambrosio, Thomas",Manufacturing,Chesterfield,MO,$10M to $20M,327991 Cut Stone and Stone Product Manufacturing
Store Four,http://storefour.ca,"Uritis, Peter","Apparel, Footwear & Accessories",Victoria,BC,$5M to $10M,458310 Jewelry Retailers
Storey-Kenworthy Company,http://www.storeykenworthy.com,"Dynek, Christopher",Retail,Des Moines,IA,$30M to $50M,459410 Office Supplies and Stationery Retailers
Stratus Automation Corp,http://www.stratusauto.com,"Corbett, Danielle",Manufacturing,Kent,WA,$5M to $10M,333922 Conveyor and Conveying Equipment Manufacturing
Straus Family Creamery,http://www.strausfamilycreamery.com,"Dynek, Christopher",Food & Beverage,Petaluma,CA,$50M to $100M,311511 Fluid Milk Manufacturing
Streamline Precision Contracting,http://www.streamlineprecision.com/,"Dynek, Christopher",Manufacturing,Burley,ID,$10M to $20M,212311 Dimension Stone Mining and Quarrying
Strickland's Distribution Inc.,https://www.unlimitedgamingtech.ca/,"Traywick, Reginald",Retail,Coquitlam,BC,$5M to $10M,
"Stricks, LLC",http://www.stricksag.com,"Dambrosio, Thomas",Manufacturing,Chester,MT,$5M to $10M,424510 Grain and Field Bean Merchant Wholesalers
Strideline,http://www.strideline.com,"O'Neill, Brian",Retail,Seattle,WA,$20M to $30M,"424310 Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
Strike Industries,http://www.strikeindustries.com,"Zapalac, Ross",Manufacturing,Santa Ana,CA,$5M to $10M,"332994 Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
Strongwater,http://strongwater.com,"Dambrosio, Thomas",Food & Beverage,Denver,CO,$5M to $10M,312140 Distilleries
Structural Materials,http://www.smionline.com,"Uritis, Peter",Manufacturing,Fargo,ND,$10M to $20M,"423320 Brick, Stone, and Related Construction Material Merchant Wholesalers"
Stucco Supply,http://www.stuccosupplyco.com,"Dynek, Christopher",Manufacturing,San Jose,CA,$5M to $10M,327420 Gypsum Product Manufacturing
Studio 41,http://www.shopstudio41.com,"Uritis, Peter",Retail,Chicago,IL,$5M to $10M,"453220 Gift, Novelty, and Souvenir Stores"
Studio41 Home Design Showroom,http://www.studio41chicago.com,"Uritis, Peter",Retail,Chicago,IL,$10M to $20M,423720 Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
Subgravity,http://www.sub-gravity.com,"O'Neill, Brian",Manufacturing,Draper,UT,$5M to $10M,339920 Sporting and Athletic Goods Manufacturing
"Suisan Company, Limited",http://suisan.com,"Dynek, Christopher",Retail,Hilo,HI,$100M to $150M,424420 Packaged Frozen Food Merchant Wholesalers
Sullins Connector Solutions,http://www.sullinscorp.com/,"Dambrosio, Thomas",Manufacturing,San Marcos,CA,$10M to $20M,334417 Electronic Connector Manufacturing
"SUMITOMO ELECTRIC Interconnect Products, Inc.",http://www.seipusa.com,"Corbett, Danielle",Manufacturing,San Marcos,CA,$10M to $20M,334417 Electronic Connector Manufacturing
Summerhill Goat Dairy,https://www.summerhilldairy.com/,"Dynek, Christopher",Food & Beverage,Hanford,CA,$10M to $20M,541713 Research and Development in Nanotechnology
Summit Brick Company,http://www.summitbrick.com,"O'Neill, Brian",Manufacturing,Pueblo,CO,$10M to $20M,327120 Clay Building Material and Refractories Manufacturing
Summit Interconnect,http://www.summitinterconnect.com,"Zapalac, Ross",Manufacturing,Anaheim,CA,$150M to $200M,334412 Bare Printed Circuit Board Manufacturing
Sun Auto Tire & Service,http://www.sunautoservice.com,"Dambrosio, Thomas",Retail,Tucson,AZ,$10M to $20M,811111 General Automotive Repair
Sun Mountain Sports,http://www.sunmountain.com,"Zapalac, Ross",Retail,Fort Collins,CO,$30M to $50M,339920 Sporting and Athletic Goods Manufacturing
Sun West Foods Inc,http://www.sunwestfoods.com,"Zapalac, Ross",Manufacturing,Davis,CA,$10M to $20M,311212 Rice Milling
Sunfood,http://www.sunfood.com/,"Zapalac, Ross",Food & Beverage,Lakeside,CA,$50M to $100M,456191 Food (Health) Supplement Retailers
Sunlife Organics,https://sunlifeorganics.com/,"Dambrosio, Thomas",Retail,Malibu,CA,$50M to $100M,445299 All Other Specialty Food Stores
Sunlight Supply / Hawthorne Gardening Company,http://hawthorne-gardening.com,"Zapalac, Ross",Retail,Vancouver,WA,$150M to $200M,444230 Outdoor Power Equipment Retailers
SunnyGem,http://www.sunnygem.com,"Uritis, Peter",Manufacturing,Wasco,CA,$5M to $10M,111335 Tree Nut Farming
SunPrint Solutions,http://www.sunprintsolutions.com,"Uritis, Peter",Manufacturing,West Valley,UT,$10M to $20M,323111 Commercial Printing (except Screen and Books)
Sunridge Farms,http://www.sunridgefarms.com,"Zapalac, Ross",Food & Beverage,Watsonville,CA,$10M to $20M,311911 Roasted Nuts and Peanut Butter Manufacturing
Suntreat Packing & Shipping Co.,http://www.suntreat.com,"Zapalac, Ross",Manufacturing,Lindsay,CA,$30M to $50M,111320 Citrus (except Orange) Groves
Sunwink,http://www.sunwink.com,"Traywick, Reginald",Food & Beverage,San Francisco,CA,$5M to $10M,561499 All Other Business Support Services
"Surefire, LLC",http://www.surefire.com,"Zapalac, Ross",Manufacturing,Fountain Valley,CA,$100M to $150M,459110 Sporting Goods Retailers
SureWerx,http://www.surewerx.com,"Dynek, Christopher",Manufacturing,Port Coquitlam,BC,$100M to $150M,333517 Machine Tool Manufacturing
Surgical Instrument Service Company,http://sis-usa.com,"Dambrosio, Thomas",Manufacturing,Glendale Heights,IL,$10M to $20M,811210 Electronic and Precision Equipment Repair and Maintenance
Survival Light Products Ltd,https://www.vsslgear.com/,"Dambrosio, Thomas",Retail,Abbotsford,BC,$5M to $10M,459110 Sporting Goods Retailers
"SVI International, Inc.",http://sviinternational.com,"Corbett, Danielle",Retail,Dekalb,IL,$5M to $10M,423120 Motor Vehicle Supplies and New Parts Merchant Wholesalers
SVL LLC,http://www.svl.com,"O'Neill, Brian",Retail,Las Vegas,NV,$10M to $20M,423730 Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
"Swan Island Dahlias, Inc.",http://www.dahlias.com,"Dambrosio, Thomas",Retail,Canby,OR,$5M to $10M,"444240 Nursery, Garden Center, and Farm Supply Retailers"
SWD Urethane,http://swdurethane.com,"Dynek, Christopher",Manufacturing,Mesa,AZ,$50M to $100M,326112 Plastics Packaging Film and Sheet (including Laminated) Manufacturing
Sweco,http://www.swecoproducts.com,"O'Neill, Brian",Manufacturing,Sutter,CA,$5M to $10M,333111 Farm Machinery and Equipment Manufacturing
Sweetener Supply Corporation,http://www.sweetenersupply.com,"Dynek, Christopher",Retail,Brookfield,IL,$30M to $50M,311314 Cane Sugar Manufacturing
Sweetfin Poke,http://sweetfin.com,"Traywick, Reginald",Manufacturing,Los Angeles,CA,$5M to $10M,722513 Limited-Service Restaurants
Swift Solar,http://www.swiftsolar.com,"Corbett, Danielle",Manufacturing,San Carlos,CA,$5M to $10M,334413 Semiconductor and Related Device Manufacturing
"Swim Things, Inc.",http://www.swimthings.com,"Uritis, Peter",Retail,Blue Springs,MO,$5M to $10M,459999 All Other Miscellaneous Retailers
Swingmaster Corporation,http://www.swingmastercorp.com/,"Corbett, Danielle",Manufacturing,Franklin Park,IL,$5M to $10M,333120 Construction Machinery Manufacturing
Sydney Evan,http://www.sydneyevan.com,"Traywick, Reginald","Apparel, Footwear & Accessories",Los Angeles,CA,$5M to $10M,458310 Jewelry Retailers
"Symbios Technologies, Inc.",http://www.symbiosplasma.com,"Traywick, Reginald",Manufacturing,Fort Collins,CO,$5M to $10M,325199 All Other Basic Organic Chemical Manufacturing
Symmetry Electronics,http://www.semiconductorstore.com,"Zapalac, Ross",Manufacturing,Hawthorne,CA,$20M to $30M,334413 Semiconductor and Related Device Manufacturing
SYMMS FRUIT RANCH,http://www.symmsfruit.com,"Traywick, Reginald",Manufacturing,Caldwell,ID,$10M to $20M,111339 Other Noncitrus Fruit Farming
"SynCardia Systems, LLC",http://www.syncardia.com,"Zapalac, Ross",Health & Beauty,Tucson,AZ,$20M to $30M,334510 Electromedical and Electrotherapeutic Apparatus Manufacturing
T&H Lemont,http://thlemont.com,"Uritis, Peter",Manufacturing,COUNTRYSIDE,IL,$10M to $20M,333519 Rolling Mill and Other Metalworking Machinery Manufacturing
T-L Irrigation Co,http://www.tlirr.com,"Dynek, Christopher",Manufacturing,Hastings,NE,$50M to $100M,335910 Battery Manufacturing
T/CCI Manufacturing  LLC,http://www.ccicompressor.com,"Zapalac, Ross",Manufacturing,Decatur,IL,$150M to $200M,"238220 Plumbing, Heating, and Air-Conditioning Contractors"
Tachyum,https://www.tachyum.com/jobs.shtml,"Zapalac, Ross",Manufacturing,San Jose,CA,$10M to $20M,334413 Semiconductor and Related Device Manufacturing
"Tacoma Hydraulic & Machine, Inc.",http://www.tacomahydraulics.com,"Corbett, Danielle",Manufacturing,Milton,WA,$5M to $10M,811219 Other Electronic and Precision Equipment Repair and Maintenance
Tactics,http://tactics.com,"Zapalac, Ross",Retail,Eugene,OR,$20M to $30M,459110 Sporting Goods Retailers
Tai Foong USA Inc. : Tai Foong USA Inc.,http://www.northernchef.com/,"O'Neill, Brian",Retail,Seattle,WA,$20M to $30M,424460 Fish and Seafood Merchant Wholesalers
Takii,http://takii.com,"Corbett, Danielle",Retail,,,$5M to $10M,
"Talco Plastics, Inc.",http://www.talcoplastics.com,"Dambrosio, Thomas",Manufacturing,Corona,CA,$10M to $20M,424610 Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
Tamshell Corporation,http://www.tamshell.com,"Uritis, Peter",Manufacturing,Corona,CA,$10M to $20M,332721 Precision Turned Product Manufacturing
Tanita Corporation,http://www.tanita.com,"Dynek, Christopher",Manufacturing,Arlington Heights,IL,$20M to $30M,333997 Scale and Balance Manufacturing
Tantalus Systems,https://www.tantalus.com/,"Zapalac, Ross",Services,Burnaby,BC,$30M to $50M,"518210 Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
"TC Industries, Inc.",http://www.tcindustries.com,"Dynek, Christopher",Manufacturing,McHenry,IL,$200M to $250M,332999 All Other Miscellaneous Fabricated Metal Product Manufacturing
TCCI Manufacturing,http://www.tccimfg.com,"Dynek, Christopher",Manufacturing,Decatur,IL,$150M to $200M,336390 Other Motor Vehicle Parts Manufacturing
TD Precision Steel Works,http://www.tdsteel.ca,"Corbett, Danielle",Manufacturing,Mission,BC,$5M to $10M,332312 Fabricated Structural Metal Manufacturing
TDI Refrigeration & Air Conditioning Inc.,http://www.tdirefrigeration.com,"Uritis, Peter",Retail,Rancho Cucamonga,CA,$5M to $10M,423740 Refrigeration Equipment and Supplies Merchant Wholesalers
"Team Research, Inc.",http://www.teamresearchinc.com,"Dynek, Christopher",Manufacturing,San Jose,CA,$50M to $100M,541910 Marketing Research and Public Opinion Polling
TeaRiot / Riot Energy,http://riot.energy,"Zapalac, Ross",Food & Beverage,Marina del Rey,CA,$5M to $10M,561499 All Other Business Support Services
Teatulia Organic Teas,http://www.teatulia.com,"Zapalac, Ross",Food & Beverage,Denver,CO,$20M to $30M,424490 Other Grocery and Related Products Merchant Wholesalers
"TEC Foods, Inc.",http://www.tecfoodsinc.com,"O'Neill, Brian",Retail,Chicago,IL,$10M to $20M,311423 Dried and Dehydrated Food Manufacturing
Technics Audio,https://www.technicsglobal.com,"Dynek, Christopher",Manufacturing,Bolingbrook,IL,$20M to $30M,334310 Audio and Video Equipment Manufacturing
Teeco Products Inc,http://www.teecoproducts.com,"Uritis, Peter",Retail,Sacramento,CA,$10M to $20M,561110 Office Administrative Services
Tekfab,http://tekfab.com,"Corbett, Danielle",Manufacturing,Albany,OR,$5M to $10M,333519 Rolling Mill and Other Metalworking Machinery Manufacturing
Tella Tool & Mfg,http://www.tellatool.com,"Dynek, Christopher",Manufacturing,,IL,$20M to $30M,"332119 Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
Terra Outdoor Living,http://terraoutdoor.com,"Traywick, Reginald",Retail,Walnut Creek,CA,$10M to $20M,449110 Furniture Retailers
Terramai,http://www.terramai.com,"Uritis, Peter",Manufacturing,White City,OR,$10M to $20M,444110 Home Centers
Terrasource Global Corporation,https://www.terrasource.com,"Dynek, Christopher",Manufacturing,Saint Louis,MO,$150M to $200M,333922 Conveyor and Conveying Equipment Manufacturing
Terrazzo & Marble Supply Co. of Illinois,http://tmsupply.com,"Dynek, Christopher",Manufacturing,Chicago,IL,$20M to $30M,"423320 Brick, Stone, and Related Construction Material Merchant Wholesalers"
Tharp Cabinets,http://www.tharpcabinets.com,"Dynek, Christopher",Retail,Loveland,CO,$20M to $30M,337110 Wood Kitchen Cabinet and Countertop Manufacturing
The Antigua Group Inc,http://www.antigua.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Peoria,AZ,$150M to $200M,424350 Clothing and Clothing Accessories Merchant Wholesalers
The Artisan Shop,http://www.theartisanshop.com,"O'Neill, Brian",Retail,Loveland,CO,$5M to $10M,337110 Wood Kitchen Cabinet and Countertop Manufacturing
The Bruery,http://www.thebruery.com,"Zapalac, Ross",Retail,Placentia,CA,$20M to $30M,312120 Breweries
The Darcoid Company of California,http://www.darcoid.com,"Dambrosio, Thomas",Manufacturing,Oakland,CA,$10M to $20M,"339991 Gasket, Packing, and Sealing Device Manufacturing"
The Donum Estate,http://www.thedonumestate.com,"Uritis, Peter",Food & Beverage,Sonoma,CA,$5M to $10M,312130 Wineries
The ECCO Group,http://www.theeccogroup.com/,"Traywick, Reginald",Retail,Langley,BC,$10M to $20M,423730 Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
The EVERY Company,https://every.com/,"Traywick, Reginald",Food & Beverage,Daly City,CA,$10M to $20M,"541921 Photography Studios, Portrait"
The Frye Company,http://www.thefryecompany.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Tigard,OR,$50M to $100M,458210 Shoe Retailers
The Joinery,https://www.thejoinery.com,"Traywick, Reginald",Manufacturing,Portland,OR,$5M to $10M,449110 Furniture Retailers
The Larson Equipment And Furniture Company,http://www.larsoncompany.com,"Corbett, Danielle",Retail,Schaumburg,IL,$5M to $10M,449110 Furniture Retailers
The McGregor Company,http://www.mcgregor.com,"Dynek, Christopher",Manufacturing,Colfax,WA,$100M to $150M,111998 All Other Miscellaneous Crop Farming
The Miniat Family of Companies : South Chicago Packing LLC,https://www.southchicagopacking.com/,"Zapalac, Ross",Food & Beverage,Chicago,IL,$100M to $150M,445298 All Other Specialty Food Retailers
The Mochi Ice Cream Company,http://mymomochi.com,"Dambrosio, Thomas",Food & Beverage,Los Angeles,CA,$5M to $10M,311520 Ice Cream and Frozen Dessert Manufacturing
The Soofer Company,http://www.sadaf.com,"Corbett, Danielle",Retail,Los Angeles,CA,$5M to $10M,424410 General Line Grocery Merchant Wholesalers
The Splash Lab,http://www.thesplashlab.com,"Dambrosio, Thomas",Manufacturing,Culver City,CA,$5M to $10M,332913 Plumbing Fixture Fitting and Trim Manufacturing
The Swan Corporation,http://www.swanstone.com,"O'Neill, Brian",Manufacturing,,MO,$50M to $100M,326191 Plastics Plumbing Fixture Manufacturing
The VPS Companies,https://www.vpscompanies.com/,"O'Neill, Brian",Retail,WATSONVILLE,CA,$5M to $10M,424420 Packaged Frozen Food Merchant Wholesalers
"The Wittern Group, Inc.",http://wittern.com,"Zapalac, Ross",Manufacturing,,IA,$50M to $100M,333318 Other Commercial and Service Industry Machinery Manufacturing
The Zemsky Corporation,http://www.zemskys.com,"Dambrosio, Thomas",,Chicago,IL,$5M to $10M,458110 Clothing and Clothing Accessories Retailers
Therm O Web Inc,http://thermoweb.com,"Dambrosio, Thomas",Manufacturing,Wheeling,IL,$5M to $10M,325520 Adhesive Manufacturing
Thermaline Inc,http://www.thermaline.com,"Traywick, Reginald",Manufacturing,Auburn,WA,$5M to $10M,333318 Other Commercial and Service Industry Machinery Manufacturing
Thermo King California,http://www.thermokingca.com,"Dynek, Christopher",Manufacturing,,,$2M to $5M,441310 Automotive Parts and Accessories Stores
Thermo King Fresno,http://thermokingca.com,"O'Neill, Brian",Retail,Fresno,CA,$20M to $30M,423740 Refrigeration Equipment and Supplies Merchant Wholesalers
Thermory USA LLC,https://www.thermoryusa.com/,"Dynek, Christopher",Manufacturing,Chicago,IL,$50M to $100M,444110 Home Centers
Thistle Health Inc.,http://www.thistle.co,"Zapalac, Ross",Food & Beverage,San Francisco,CA,$30M to $50M,722330 Mobile Food Services
"Thombert, Inc.",http://www.thombert.com,"Dambrosio, Thomas",Manufacturing,Newton,IA,$10M to $20M,326211 Tire Manufacturing (except Retreading)
"Thousand, Inc.",http://www.explorethousand.com,"Corbett, Danielle",Manufacturing,Los Angeles,CA,$10M to $20M,339920 Sporting and Athletic Goods Manufacturing
Threadless,http://www.threadless.com,"O'Neill, Brian","Apparel, Footwear & Accessories",Chicago,IL,$50M to $100M,458110 Clothing and Clothing Accessories Retailers
Threat Dynamics,http://www.threatdynamics.com,"Traywick, Reginald",Retail,Sherwood,OR,$5M to $10M,459110 Sporting Goods Retailers
Three Trees,https://www.threetrees.com,"Traywick, Reginald",Retail,San Mateo,CA,$10M to $20M,445299 All Other Specialty Food Stores
Three-Sixty Office Solutions,http://www.360-os.com,"Dynek, Christopher",Retail,Helena,MT,$20M to $30M,424120 Stationery and Office Supplies Merchant Wholesalers
Thrift World,https://thriftworld.com/,"Zapalac, Ross",Retail,Council Bluffs,IA,$30M to $50M,459510 Used Merchandise Retailers
Thrilling Foods,https://www.thrillingfoods.com/,"Corbett, Danielle",Retail,Portland,OR,$5M to $10M,445110 Supermarkets and Other Grocery Retailers (except Convenience Retailers)
Thurston Kitchen & Bath,http://www.tomthurston.com,"Dambrosio, Thomas",General Business,Denver,CO,$10M to $20M,541519 Other Computer Related Services
"Thurston, Inc.",http://www.thurstoninc.com,"Uritis, Peter",Retail,Denver,CO,$5M to $10M,449129 All Other Home Furnishings Retailers
Tier 1 Concealed,http://www.tier1concealed.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Ogden,UT,$500k to $1M,316998 All Other Leather Good and Allied Product Manufacturing
Tillamook Country Smoker,https://tcsjerky.com/,"Zapalac, Ross",Food & Beverage,Bay City,OR,$50M to $100M,311612 Meat Processed from Carcasses
Timeless Skincare,https://www.timelessha.com/,"O'Neill, Brian",Health & Beauty,,CA,$10M to $20M,812112 Beauty Salons
Tire World,http://www.tireworldutah.com,"Dambrosio, Thomas",Retail,SALT LAKE CITY,UT,$10M to $20M,441320 Tire Dealers
Titan Cabinetry LLC,https://www.titancabinet.com/,"Traywick, Reginald",Manufacturing,Franklin Park,IL,$5M to $10M,337110 Wood Kitchen Cabinet and Countertop Manufacturing
Tivoli,http://www.tivolilighting.com,"Zapalac, Ross",Manufacturing,Tustin,CA,$10M to $20M,"335122 Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
TMG Industrial,http://tmgindustrial.com,"Corbett, Danielle",Manufacturing,Vancouver,BC,$5M to $10M,444140 Hardware Retailers
Tom Lee Music Co. Ltd.,http://www.tomleemusic.ca,"Traywick, Reginald",Retail,Vancouver,BC,$10M to $20M,459140 Musical Instrument and Supplies Retailers
Tomar Electronics,https://www.tomar.com/,"Corbett, Danielle",Manufacturing,Gilbert,AZ,$10M to $20M,334413 Semiconductor and Related Device Manufacturing
Tori Richard,https://toririchard.com/,"Zapalac, Ross","Apparel, Footwear & Accessories",Honolulu,HI,$50M to $100M,315250 Cut and Sew Apparel Manufacturing (except Contractors)
TORR Industries Inc.,http://www.torrindustries.com,"Uritis, Peter",Manufacturing,Redding,CA,$5M to $10M,333993 Packaging Machinery Manufacturing
Torre & Tagus,http://www.torretagus.com,"O'Neill, Brian",Retail,Richmond,BC,$5M to $10M,423220 Home Furnishing Merchant Wholesalers
"Total Respiratory & Rehab, Inc.",http://www.totalrespiratory.com,"Dambrosio, Thomas",Health & Beauty,Omaha,NE,$5M to $10M,532283 Home Health Equipment Rental
Totem Mats,http://www.totemmats.com,"O'Neill, Brian",Manufacturing,Portland,OR,$30M to $50M,425120 Wholesale Trade Agents and Brokers
Toughbuilt,http://toughbuilt.com,"O'Neill, Brian",Retail,Burbank,CA,$50M to $100M,424990 Other Miscellaneous Nondurable Goods Merchant Wholesalers
Tower Car Wash,http://www.towercarwash.com,"Corbett, Danielle",Retail,San Francisco,CA,$10M to $20M,811192 Car Washes
Tower Energy Group,http://towerenergy.com,"Corbett, Danielle",Retail,Torrance,CA,$5M to $10M,445131 Convenience Retailers
Town & Country Distributors,http://www.tcbeer.com,"Uritis, Peter",Retail,Itasca,IL,$10M to $20M,424810 Beer and Ale Merchant Wholesalers
Trackonomy,https://trackonomysystems.com/,"Zapalac, Ross",Manufacturing,San Jose,CA,$50M to $100M,334412 Bare Printed Circuit Board Manufacturing
"Traco Manufacturing, Inc.",http://tracopackaging.com/,"Uritis, Peter",Manufacturing,OREM,UT,$10M to $20M,424130 Industrial and Personal Service Paper Merchant Wholesalers
Traco Packaging,http://www.tracopackaging.com,"Uritis, Peter",Manufacturing,Orem,UT,$10M to $20M,424130 Industrial and Personal Service Paper Merchant Wholesalers
Trade Associates Group LTD,http://www.tagltd.com,"Dynek, Christopher",Retail,Chicago,IL,$30M to $50M,424990 Other Miscellaneous Nondurable Goods Merchant Wholesalers
Trainor Printing & Promotions,http://www.trainorprintingandpromotions.com,"Corbett, Danielle",Retail,Des Plaines,IL,$5M to $10M,424120 Stationery and Office Supplies Merchant Wholesalers
"Transcendia, Inc.",https://www.transcendia.com/,"Dynek, Christopher",Manufacturing,Franklin Park,IL,$50M to $100M,326113 Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
"Transchem, Inc.",https://transcheminc.com/,"Corbett, Danielle",Manufacturing,Carlsbad,CA,$10M to $20M,424690 Other Chemical and Allied Products Merchant Wholesalers
Transpac Imports,http://www.transpacmgrs.com,"Uritis, Peter",Retail,Lafayette,CA,$10M to $20M,"459420 Gift, Novelty, and Souvenir Retailers"
